Station_ID,Site_Name,Date ,Time,Time_Zone,Sample_Type,Temperature_Water,Specific_Conductance,pH,Nitrate_plus_nitrite,RC_Organic_Carbon,Organic_Carbon,RC_Calcium_wf,Calcium_wf,RC_Magnesium_wf,Magnesium_wf,RC_Sodium_wf,Sodium_wf,RC_Potassium_wf,Potassium_wf,Chloride_wf,RC_Sulfate_wf,Sulfate_wf,RC_Fluoride_wf,Fluoride_wf,RC_Silica_wf,Silica_wf,RC_Arsenic_wf,Arsenic_wf,RC_Arsenic_wu,Arsenic_wu,RC_Cadmium_wf,Cadmium_wf,RC_Cadmium_wu,Cadmium_wu,RC_Copper_wf,Copper_wf,RC_Copper_wu,Copper_wu,RC_Iron_wu,Iron_wu,RC_Iron_wf,Iron_wf,RC_Lead_wf,Lead_wf,RC_Lead_wu,Lead_wu,RC_Manganese_wu,Manganese_wu,RC_Manganese_wf,Manganese_wf,RC_Zinc_wf,Zinc_wf,RC_Zinc_wu,Zinc_wu,RC_Alkalinity_lab,Alkalinity_lab,RC_Turbidity_lab,Turbidity_lab,Suspended_Sediment_percent_finer_than_0.0625_mm,RC_Suspended_Sediment_Concentration,Suspended_Sediment_Concentration
12323233,"Blacktail Creek above Grove Gulch, at Butte, MT",10/13/2020,9:35,MDT,Environmental,6.5,371,7.5,1.34,NA,NA,NA,38.7,NA,9.08,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,1.94,NA,2.53,<,0.03,NA,0.06,NA,1.11,NA,3.97,NA,392,NA,53.7,NA,0.03,NA,0.88,NA,54.8,NA,42.8,NA,3.44,NA,9.26,NA,NA,E,2.98,89,NA,8
12323233,"Blacktail Creek above Grove Gulch, at Butte, MT",3/22/2021,9:00,MDT,Environmental,2.8,306,7.59,0.99,NA,NA,NA,31.4,NA,7.68,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,3.12,NA,3.93,<,0.03,NA,0.05,NA,2.6,NA,4.95,NA,518,NA,213,NA,0.15,NA,0.73,NA,91.5,NA,81.2,NA,5,NA,7.93,NA,NA,E,4.38,73,NA,12
12323233,"Blacktail Creek above Grove Gulch, at Butte, MT",4/12/2021,8:50,MDT,Environmental,2.2,315,7.61,1.16,NA,NA,NA,33.3,NA,7.83,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,2.29,NA,3.37,NA,0.05,NA,0.05,NA,1.71,NA,5.54,NA,791,NA,173,NA,0.12,NA,1.31,NA,92.1,NA,66.4,NA,4.61,NA,10.3,NA,NA,E,5.34,93,NA,13
12323233,"Blacktail Creek above Grove Gulch, at Butte, MT",5/4/2021,9:20,MDT,Environmental,7.2,283,7.72,0.86,NA,NA,NA,30.4,NA,6.97,NA,NA,NA,NA,NA,NA,27.6,NA,NA,NA,NA,NA,2.44,NA,3.35,NA,0.05,NA,0.03,NA,2.07,NA,3.22,NA,539,NA,256,NA,0.15,NA,0.54,NA,49.1,NA,39.9,NA,2.86,NA,5,NA,NA,E,2.99,93,NA,4
12323233,"Blacktail Creek above Grove Gulch, at Butte, MT",5/17/2021,9:45,MDT,Environmental,9.1,315,7.65,1.01,NA,NA,NA,34.3,NA,7.98,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,2.47,NA,3.23,<,0.03,NA,0.04,NA,2.15,NA,4.4,NA,424,NA,102,NA,0.07,NA,0.58,NA,76.4,NA,64.3,NA,3.1,NA,6.07,NA,NA,E,2.52,88,NA,5
12323233,"Blacktail Creek above Grove Gulch, at Butte, MT",6/7/2021,9:15,MDT,Environmental,8.6,349,7.71,1.35,NA,NA,NA,37.5,NA,8.86,NA,NA,NA,NA,NA,NA,32.5,NA,NA,NA,NA,NA,2.3,NA,2.84,NA,0.04,NA,0.03,NA,1.7,NA,3.85,NA,239,NA,45.8,NA,0.03,NA,0.44,NA,71.1,NA,66.7,NA,3.04,NA,5.74,NA,NA,E,2.22,85,NA,4
12323233,"Blacktail Creek above Grove Gulch, at Butte, MT",7/12/2021,9:00,MDT,Environmental,10.3,386,7.6,1.63,NA,NA,NA,44.2,NA,11.1,NA,NA,NA,NA,NA,NA,36.8,NA,NA,NA,NA,NA,1.91,NA,2.69,<,0.03,NA,0.04,NA,0.98,NA,2.72,NA,198,NA,30.4,NA,0.03,NA,0.49,NA,60,NA,57.1,NA,4.29,NA,7.32,NA,NA,<,2,93,NA,4
12323233,"Blacktail Creek above Grove Gulch, at Butte, MT",8/16/2021,9:15,MDT,Environmental,12.8,389,7.54,NA,NA,NA,NA,42.7,NA,11.1,NA,NA,NA,NA,NA,NA,35.5,NA,NA,NA,NA,NA,1.93,NA,2.23,NA,0.04,NA,0.03,NA,1.28,NA,2.28,NA,129,NA,23.2,NA,0.03,NA,0.25,NA,39.7,NA,35.8,NA,5.49,NA,7.39,NA,NA,NA,NA,91,NA,3
12323242,"Silver Bow Creek at Montana Street, at Butte, MT",10/13/2020,10:25,MDT,Environmental,9.1,1432,7.5,0.91,NA,NA,NA,272,NA,8.26,NA,NA,NA,NA,NA,NA,719,NA,NA,NA,NA,NA,3,NA,3.08,NA,1.21,NA,1.02,NA,0.99,NA,1.68,NA,90.4,NA,11,<,0.04,NA,0.17,NA,51.3,NA,48.1,<,12,NA,6.86,NA,NA,<,2,95,NA,1
12323242,"Silver Bow Creek at Montana Street, at Butte, MT",3/22/2021,10:15,MDT,Environmental,2,1685,7.53,0.73,NA,NA,NA,309,NA,8.92,NA,NA,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,2.57,NA,3.23,NA,1.8,NA,1.01,NA,1.54,NA,4.95,NA,340,NA,88.3,NA,0.07,NA,0.7,NA,64.3,NA,59.8,NA,6.3,NA,10.6,NA,NA,E,2.31,87,NA,6
12323242,"Silver Bow Creek at Montana Street, at Butte, MT",4/12/2021,9:45,MDT,Environmental,2.6,1574,7.61,0.83,NA,NA,NA,286,NA,8.5,NA,NA,NA,NA,NA,NA,818,NA,NA,NA,NA,NA,1.9,NA,2.74,NA,1.7,NA,0.75,NA,1.11,NA,3.57,NA,353,NA,32,<,0.04,NA,0.62,NA,60,NA,46.5,<,6,NA,7.6,NA,NA,E,2.28,86,NA,8
12323242,"Silver Bow Creek at Montana Street, at Butte, MT",5/4/2021,10:20,MDT,Environmental,7.8,1608,7.74,0.56,NA,NA,NA,308,NA,7.38,NA,NA,NA,NA,NA,NA,863,NA,NA,NA,NA,NA,2.43,NA,3.25,NA,1.64,NA,0.97,NA,1.51,NA,3.09,NA,292,NA,14.4,<,0.04,NA,0.33,NA,38.9,NA,31.3,<,6,NA,4.54,NA,NA,<,2,94,NA,2
12323242,"Silver Bow Creek at Montana Street, at Butte, MT",5/17/2021,10:15,MDT,Environmental,8.8,1421,7.69,0.78,NA,NA,NA,279,NA,7.83,NA,NA,NA,NA,NA,NA,717,NA,NA,NA,NA,NA,3.07,NA,3.65,NA,2.01,NA,0.66,NA,1.26,NA,2.89,NA,220,NA,18.2,<,0.04,NA,0.37,NA,63.5,NA,58,<,6,NA,6.68,NA,NA,<,2,85,NA,2
12323242,"Silver Bow Creek at Montana Street, at Butte, MT",6/7/2021,10:00,MDT,Environmental,10.6,887,7.85,0.98,NA,NA,NA,139,NA,7.11,NA,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,NA,2.28,NA,3.14,NA,0.73,NA,0.54,NA,1.51,NA,3.01,NA,166,NA,20,NA,0.03,NA,0.18,NA,69.9,NA,66.2,<,6,NA,8.76,NA,NA,<,2,94,NA,1
12323242,"Silver Bow Creek at Montana Street, at Butte, MT",7/12/2021,10:00,MDT,Environmental,14.8,1257,7.72,0.83,NA,NA,NA,241,NA,4.44,NA,NA,NA,NA,NA,NA,637,NA,NA,NA,NA,NA,1.67,NA,2.12,NA,1.25,NA,0.81,<,0.8,NA,1.47,NA,59.6,NA,8.52,<,0.04,<,0.18,NA,19.4,NA,18.7,<,4,NA,2.09,NA,NA,<,2,69,NA,1
12323242,"Silver Bow Creek at Montana Street, at Butte, MT",8/16/2021,10:00,MDT,Environmental,16.2,1766,7.67,NA,NA,NA,NA,367,NA,7.36,NA,NA,NA,NA,NA,NA,957,NA,NA,NA,NA,NA,2.93,NA,3.69,NA,2.3,NA,1,<,2.4,NA,2.54,NA,100,NA,9.33,<,0.06,NA,0.3,NA,36.3,NA,32.6,<,12,NA,5.24,NA,NA,<,2,NA,NA,NA
12323250,"Silver Bow Creek below Blacktail Creek, at Butte, MT",10/13/2020,11:20,MDT,Environmental,9.1,1334,7.71,0.88,NA,NA,NA,229,NA,11.8,NA,NA,NA,NA,NA,NA,618,NA,NA,NA,NA,NA,3.1,NA,3.14,NA,0.93,NA,0.85,NA,2.26,NA,5.05,NA,135,NA,7.8,<,0.04,NA,0.9,NA,88.6,NA,61.7,NA,29.9,NA,35.8,NA,NA,<,2,66,NA,13
12323250,"Silver Bow Creek below Blacktail Creek, at Butte, MT",3/22/2021,11:10,MDT,Environmental,3.7,1437,7.91,0.72,NA,NA,NA,245,NA,11.7,NA,NA,NA,NA,NA,NA,679,NA,NA,NA,NA,NA,2.55,NA,3.53,NA,1.61,NA,0.79,NA,3.5,NA,8.84,NA,277,NA,46.7,NA,0.1,NA,1.09,NA,125,NA,115,NA,32.9,NA,41,NA,NA,E,2.06,74,NA,6
12323250,"Silver Bow Creek below Blacktail Creek, at Butte, MT",3/22/2021,11:15,MDT,Field Replicate,3.7,1437,7.91,0.71,NA,NA,NA,254,NA,12.1,NA,NA,NA,NA,NA,NA,680,NA,NA,NA,NA,NA,2.74,NA,3.44,NA,1.79,NA,0.84,NA,3.97,NA,8.63,NA,273,NA,55.2,NA,0.1,NA,1.05,NA,125,NA,118,NA,33.6,NA,41.6,NA,NA,<,2,73,NA,7
12323250,"Silver Bow Creek below Blacktail Creek, at Butte, MT",4/12/2021,10:30,MDT,Environmental,3.1,1382,7.85,0.77,NA,NA,NA,231,NA,11.4,NA,NA,NA,NA,NA,NA,656,NA,NA,NA,NA,NA,2.47,NA,3.9,NA,1.38,NA,0.65,NA,2.69,NA,8.7,NA,387,NA,17.7,NA,0.05,NA,1.7,NA,143,NA,110,NA,25.4,NA,38.8,NA,NA,E,2.6,82,NA,7
12323250,"Silver Bow Creek below Blacktail Creek, at Butte, MT",5/4/2021,11:15,MDT,Environmental,10.5,1482,7.9,0.49,NA,NA,NA,268,NA,10.1,NA,NA,NA,NA,NA,NA,742,NA,NA,NA,NA,NA,2.49,NA,3.42,NA,1.39,NA,0.85,NA,2.39,NA,5.62,NA,275,NA,7.45,NA,0.05,NA,0.64,NA,60.7,NA,47.2,NA,14.1,NA,19.3,NA,NA,<,2,85,NA,4
12323250,"Silver Bow Creek below Blacktail Creek, at Butte, MT",5/17/2021,11:15,MDT,Environmental,12.5,1337,7.65,0.65,NA,NA,NA,237,NA,10,NA,NA,NA,NA,NA,NA,631,NA,NA,NA,NA,NA,2.72,NA,3.13,NA,1.43,NA,0.81,NA,2.46,NA,4.75,NA,163,NA,13.6,NA,0.12,NA,0.68,NA,60.8,NA,48.9,NA,27.7,NA,32.4,NA,NA,<,2,84,NA,3
12323250,"Silver Bow Creek below Blacktail Creek, at Butte, MT",6/7/2021,10:45,MDT,Environmental,13.5,1151,8.06,0.67,NA,NA,NA,177,NA,10.2,NA,NA,NA,NA,NA,NA,481,NA,NA,NA,NA,NA,2.42,NA,3.23,NA,0.85,NA,0.72,NA,2.04,NA,5.44,NA,125,<,5,NA,0.08,NA,0.57,NA,53,NA,40.2,NA,21.7,NA,29.7,NA,NA,<,2,86,NA,3
12323250,"Silver Bow Creek below Blacktail Creek, at Butte, MT",7/12/2021,10:30,MDT,Environmental,17,1176,7.77,0.82,NA,NA,NA,209,NA,8.23,NA,NA,NA,NA,NA,NA,541,NA,NA,NA,NA,NA,2.09,NA,2.67,NA,1.01,NA,0.69,NA,1.71,NA,3.87,NA,97.3,NA,7.99,NA,0.08,NA,0.82,NA,42.5,NA,31.7,NA,13.9,NA,17.7,NA,NA,<,2,86,NA,2
12323250,"Silver Bow Creek below Blacktail Creek, at Butte, MT",8/16/2021,11:00,MDT,Environmental,18.1,1609,7.65,NA,NA,NA,NA,283,NA,11.3,NA,NA,NA,NA,NA,NA,797,NA,NA,NA,NA,NA,3.08,NA,3.71,NA,1.69,NA,0.79,NA,2.59,NA,4.68,NA,82.7,<,5,NA,0.11,NA,0.87,NA,52.1,NA,37,NA,27.5,NA,31.4,NA,NA,<,2,NA,NA,NA
12323600,"Silver Bow Creek at Opportunity, MT",10/13/2020,12:30,MDT,Environmental,6.1,950,8.21,NA,NA,2.05,NA,146,NA,12.2,NA,35.5,NA,8.86,29.1,NA,356,NA,0.87,NA,19.8,NA,4.45,NA,4.27,NA,0.7,NA,0.59,NA,5.92,NA,8.99,NA,87.3,NA,6.89,NA,0.03,NA,0.43,NA,64.2,NA,38.6,NA,49.4,NA,56.3,NA,103,E,2.57,84,NA,2
12323600,"Silver Bow Creek at Opportunity, MT",3/22/2021,12:30,MDT,Environmental,3.3,1019,8.1,NA,NA,4.27,NA,163,NA,11.5,NA,39.4,NA,11.9,28.6,NA,398,NA,1.01,NA,21.9,NA,5.43,NA,6.72,NA,0.92,NA,0.83,NA,11.1,NA,25.6,NA,455,NA,50.3,NA,0.15,NA,2.51,NA,333,NA,245,NA,98.1,NA,126,NA,94,E,5.5,88,NA,15
12323600,"Silver Bow Creek at Opportunity, MT",4/12/2021,11:40,MDT,Environmental,2.1,951,8.01,NA,NA,2.98,NA,149,NA,11.1,NA,36.9,NA,9.89,26.3,NA,344,NA,0.91,NA,21.5,NA,4.19,NA,5,NA,0.98,NA,0.69,NA,7.38,NA,19.1,NA,378,NA,13.5,NA,0.06,NA,1.58,NA,293,NA,233,NA,93.7,NA,108,NA,93,E,3.99,87,NA,13
12323600,"Silver Bow Creek at Opportunity, MT",5/4/2021,12:25,MDT,Environmental,8.8,924,8.27,NA,NA,3.5,NA,153,NA,8.77,NA,33.8,NA,9.18,21.8,NA,377,NA,0.87,NA,19.7,NA,4.16,NA,5.56,NA,0.92,NA,0.73,NA,7.09,NA,21.8,NA,458,NA,11,NA,0.05,NA,1.84,NA,275,NA,189,NA,55.3,NA,89.6,NA,87.6,E,5.2,90,NA,14
12323600,"Silver Bow Creek at Opportunity, MT",5/17/2021,12:15,MDT,Environmental,13.1,871,8.48,NA,NA,3.38,NA,142,NA,9.13,NA,32.2,NA,8.46,23.2,NA,350,NA,0.78,NA,18.9,NA,4.45,NA,5.06,NA,0.84,NA,0.69,NA,6.74,NA,17,NA,323,NA,10.8,NA,0.05,NA,1.34,NA,245,NA,182,NA,36.2,NA,68.9,NA,89.8,E,2.96,87,NA,12
12323600,"Silver Bow Creek at Opportunity, MT",6/7/2021,11:45,MDT,Environmental,12.1,813,8.54,NA,NA,3.13,NA,126,NA,8.29,NA,28.7,NA,7.71,22.6,NA,308,NA,0.74,NA,16.6,NA,4.4,NA,5.09,NA,0.7,NA,0.64,NA,6.22,NA,13.7,NA,175,NA,11.5,NA,0.05,NA,0.88,NA,149,NA,112,NA,31,NA,50.5,NA,87,E,2.35,91,NA,7
12323600,"Silver Bow Creek at Opportunity, MT",7/12/2021,12:00,MDT,Environmental,19,1006,8.76,NA,NA,2.56,NA,154,NA,11,NA,42.1,NA,10,41,NA,360,NA,0.94,NA,18.7,NA,5.71,NA,6.13,NA,0.79,NA,0.67,NA,6.84,NA,10.4,NA,70.6,NA,7.18,NA,0.07,NA,0.4,NA,85.3,NA,53.9,NA,17.2,NA,25.7,NA,84.9,<,2,90,NA,3
12323600,"Silver Bow Creek at Opportunity, MT",8/16/2021,11:45,MDT,Environmental,18.7,1160,8.84,NA,NA,NA,NA,184,NA,13.3,NA,51.1,NA,12.6,47.8,NA,478,NA,1.12,NA,22.2,NA,5.89,NA,6.06,NA,1.1,NA,0.62,NA,8.38,NA,9.88,NA,42,NA,6.18,NA,0.07,NA,0.26,NA,40.5,NA,32.2,NA,26.5,NA,30,NA,94.3,<,2,NA,NA,NA
12323670,"Mill Creek near Anaconda, MT",10/13/2020,14:40,MDT,Environmental,7,208,7.97,NA,NA,1.31,NA,23.4,NA,6.57,NA,4.88,NA,0.74,0.5,NA,9.45,NA,0.33,NA,13.1,NA,19.2,NA,18.9,NA,0.05,NA,0.07,NA,1.25,NA,1.68,NA,101,NA,59.8,NA,0.06,NA,0.19,NA,10,NA,7.64,<,2,<,2,NA,87.8,<,2,60,<,0.5
12323670,"Mill Creek near Anaconda, MT",3/22/2021,14:45,MDT,Environmental,2.9,191,8.17,NA,NA,1.19,NA,24.3,NA,7.05,NA,5.23,NA,0.83,0.67,NA,11.2,NA,0.35,NA,13.8,NA,15.2,NA,14.8,NA,0.07,NA,0.05,NA,1.09,NA,1.5,NA,86.8,NA,34.1,NA,0.04,NA,0.18,NA,10.3,NA,8.12,<,2,<,2,NA,89.2,<,2,76,NA,1
12323670,"Mill Creek near Anaconda, MT",4/12/2021,14:15,MDT,Environmental,3.4,172,8.03,NA,NA,1.58,NA,21,NA,6.09,NA,5.32,NA,0.71,0.53,NA,10.6,NA,0.34,NA,14.1,NA,17.1,NA,17.7,NA,0.05,NA,0.05,NA,1.66,NA,2.17,NA,110,NA,35.6,NA,0.05,NA,0.25,NA,10.1,NA,7.59,<,2,NA,2.09,NA,80,<,2,84,NA,2
12323670,"Mill Creek near Anaconda, MT",5/4/2021,14:45,MDT,Environmental,8.1,118,7.96,NA,NA,2.62,NA,14.6,NA,3.64,NA,4.51,NA,0.69,0.45,NA,6.94,NA,0.31,NA,14.4,NA,16.2,NA,16.7,NA,0.05,NA,0.07,NA,2.91,NA,4.39,NA,205,NA,51.6,NA,0.13,NA,0.65,NA,11.5,NA,5.26,<,2,NA,3.2,NA,53.7,E,2.32,80,NA,3
12323670,"Mill Creek near Anaconda, MT",5/4/2021,14:47,MDT,Laboratory Spike,8.1,118,7.96,NA,NA,NA,NA,65.2,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,18.2,NA,0.3,NA,0.34,NA,7.64,NA,9.39,NA,289,NA,141,NA,0.63,NA,1.15,NA,62,NA,56.9,NA,13.4,NA,14.2,NA,NA,NA,NA,NA,NA,NA
12323670,"Mill Creek near Anaconda, MT",5/17/2021,14:15,MDT,Environmental,14.6,99,7.92,NA,NA,2.6,NA,12.6,NA,2.95,NA,3.85,NA,0.62,0.31,NA,5.12,NA,0.3,NA,13.5,NA,15.8,NA,16.1,NA,0.04,NA,0.08,NA,2.46,NA,4.67,NA,233,NA,46.5,NA,0.1,NA,0.89,NA,15,NA,5.15,<,2,NA,3.56,NA,45.5,E,2.96,72,NA,8
12323670,"Mill Creek near Anaconda, MT",6/7/2021,14:30,MDT,Environmental,10,72,7.69,NA,NA,2.36,NA,8.75,NA,2,NA,2.42,NA,0.54,0.23,NA,3.46,NA,0.29,NA,10.3,NA,9.15,NA,11.1,NA,0.03,NA,0.06,NA,1.93,NA,3.24,NA,155,NA,27.8,NA,0.07,NA,0.52,NA,10.2,NA,4.07,<,2,NA,2.6,NA,33.9,<,2,60,NA,7
12323670,"Mill Creek near Anaconda, MT",7/12/2021,14:15,MDT,Environmental,16.5,133,8.05,NA,NA,1.33,NA,17.1,NA,4.02,NA,3.08,NA,0.45,0.21,NA,5.59,NA,0.34,NA,11.2,NA,17.8,NA,18.3,NA,0.03,NA,0.06,NA,1.39,NA,2.43,NA,140,NA,56.1,NA,0.09,NA,0.54,NA,14.3,NA,8.89,<,2,<,2,NA,63.2,<,2,74,NA,3
12323670,"Mill Creek near Anaconda, MT",8/16/2021,13:45,MDT,Environmental,15.7,179,8.04,NA,NA,NA,NA,23,NA,6.47,NA,3.93,NA,0.82,0.45,NA,7.21,NA,0.35,NA,12.4,NA,34.9,NA,35.8,NA,0.04,NA,0.06,NA,1.54,NA,2.23,NA,128,NA,73.8,NA,0.12,NA,0.29,NA,17.3,NA,11.2,<,2,NA,2.92,NA,86.5,NA,NA,NA,NA,NA
12323700,"Mill Creek at Opportunity, MT",10/13/2020,15:25,MDT,Environmental,6.9,240,7.92,NA,NA,2.1,NA,27.1,NA,7.16,NA,6.57,NA,0.92,0.92,NA,21.5,NA,0.36,NA,13.4,NA,27.6,NA,26.4,NA,0.07,NA,0.09,NA,1.9,NA,2.68,NA,148,NA,77.5,NA,0.09,NA,0.27,NA,9.8,NA,8.41,NA,2.83,NA,3.55,NA,90.1,<,2,93,NA,1
12323700,"Mill Creek at Opportunity, MT",3/22/2021,15:40,MDT,Environmental,3.4,233,8.16,NA,NA,1.25,NA,29.5,NA,7.89,NA,7.45,NA,0.93,1.02,NA,27.7,NA,0.37,NA,13.8,NA,17.2,NA,17.9,NA,0.05,NA,0.06,NA,1.35,NA,2.66,NA,306,NA,34.2,NA,0.05,NA,0.47,NA,8.06,NA,3.2,<,2,NA,3.16,NA,92,E,3.77,97,NA,7
