Station_ID,Site_Name,Date ,Time,Time_Zone,Sample_Type,Temperature_Water,Specific_Conductance,pH,Nitrate_plus_nitrite,RC_Organic_Carbon,Organic_Carbon,RC_Calcium_wf,Calcium_wf,RC_Magnesium_wf,Magnesium_wf,RC_Sodium_wf,Sodium_wf,RC_Potassium_wf,Potassium_wf,Chloride_wf,RC_Sulfate_wf,Sulfate_wf,RC_Fluoride_wf,Fluoride_wf,RC_Silica_wf,Silica_wf,RC_Arsenic_wf,Arsenic_wf,RC_Arsenic_wu,Arsenic_wu,RC_Cadmium_wf,Cadmium_wf,RC_Cadmium_wu,Cadmium_wu,RC_Copper_wf,Copper_wf,RC_Copper_wu,Copper_wu,RC_Iron_wu,Iron_wu,RC_Iron_wf,Iron_wf,RC_Lead_wf,Lead_wf,RC_Lead_wu,Lead_wu,RC_Manganese_wu,Manganese_wu,RC_Manganese_wf,Manganese_wf,RC_Zinc_wf,Zinc_wf,RC_Zinc_wu,Zinc_wu,RC_Alkalinity_lab,Alkalinity_lab,RC_Turbidity_lab,Turbidity_lab,Suspended_Sediment_percent_finer_than_0.0625_mm,RC_Suspended_Sediment_Concentration,Suspended_Sediment_Concentration
12323770,"Warm Springs Creek at Warm Springs, MT",5/18/2021,12:00,MDT,Environmental,9.4,199,8.15,NA,NA,2.17,NA,31.1,NA,5.67,NA,2.18,NA,1.06,0.91,NA,16,NA,0.3,NA,9.67,NA,3.15,NA,9.63,<,0.03,NA,0.24,NA,2.27,NA,65.9,NA,1561,NA,10,NA,0.05,NA,7.7,NA,267,NA,20.3,<,2,NA,39.7,NA,86.3,E,16,62,NA,95
12323770,"Warm Springs Creek at Warm Springs, MT",6/8/2021,10:45,MDT,Environmental,8,173,7.95,NA,NA,1.79,NA,25.4,NA,4.42,NA,1.91,NA,0.88,0.91,NA,11.9,NA,0.3,NA,9.02,NA,2.9,NA,4.59,NA,0.04,NA,0.07,NA,2.38,NA,18.2,NA,324,NA,16.8,NA,0.05,NA,1.77,NA,34.8,NA,9.51,<,2,NA,8.12,NA,78.8,E,3.77,55,NA,20
12323770,"Warm Springs Creek at Warm Springs, MT",7/13/2021,10:30,MDT,Environmental,13,276,8.28,NA,NA,1.06,NA,40.7,NA,7.37,NA,3.25,NA,1.12,1.36,NA,25.1,NA,0.41,NA,10.3,NA,4.24,NA,4.67,<,0.03,NA,0.03,NA,1.7,NA,5.01,NA,73.6,NA,6.39,NA,0.03,NA,0.39,NA,22.1,NA,12.9,<,2,NA,3.1,NA,120,<,2,79,NA,3
12323770,"Warm Springs Creek at Warm Springs, MT",8/17/2021,10:30,MDT,Environmental,14.1,255,8.58,NA,NA,NA,NA,40.4,NA,7.87,NA,3.18,NA,1.39,1.38,NA,21.1,NA,0.37,NA,9.7,NA,3.2,NA,3.52,<,0.03,<,0.03,NA,1.55,NA,3.61,NA,58.9,NA,6.55,<,0.02,NA,0.26,NA,17,NA,7.9,<,2,NA,2.07,NA,114,NA,NA,NA,NA,NA
12323800,"Clark Fork near Galen, MT",10/14/2020,12:45,MDT,Environmental,5.8,474,8.36,NA,NA,NA,NA,58.9,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92,NA,8.06,NA,0.08,NA,0.08,NA,1.8,NA,3.57,NA,95.5,NA,11.2,NA,0.03,NA,0.35,NA,39.9,NA,26.8,<,2,NA,3.85,NA,NA,NA,NA,81,NA,1
12323800,"Clark Fork near Galen, MT",3/23/2021,11:55,MDT,Environmental,4.1,586,8.29,NA,NA,NA,NA,80.4,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,NA,7.78,NA,0.16,NA,0.19,NA,2.62,NA,6.66,NA,134,NA,9.36,NA,0.03,NA,0.61,NA,114,NA,84.2,NA,7.41,NA,14.6,NA,NA,NA,NA,85,NA,4
12323800,"Clark Fork near Galen, MT",4/13/2021,12:45,MDT,Environmental,4,575,8.3,NA,NA,NA,NA,80.2,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,NA,6.69,NA,0.21,NA,0.19,NA,1.36,NA,7.48,NA,246,NA,8.45,NA,0.03,NA,1.26,NA,176,NA,115,NA,3.58,NA,14.7,NA,NA,NA,NA,83,NA,5
12323800,"Clark Fork near Galen, MT",4/13/2021,12:47,MDT,Laboratory Spike,4,575,8.3,NA,NA,NA,NA,124.7,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42,NA,8.18,NA,0.42,NA,0.43,NA,5.95,NA,12.1,NA,332,NA,104,NA,0.49,NA,1.71,NA,232,NA,167,NA,17,NA,24.4,NA,NA,NA,NA,NA,NA,NA
12323800,"Clark Fork near Galen, MT",5/5/2021,12:00,MDT,Environmental,10.8,549,8.37,NA,NA,NA,NA,75,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,NA,9.63,NA,0.25,NA,0.18,NA,2.16,NA,8.77,NA,294,NA,27.8,NA,0.11,NA,1.29,NA,209,NA,101,NA,2.73,NA,11.6,NA,NA,NA,NA,79,NA,9
12323800,"Clark Fork near Galen, MT",5/18/2021,13:30,MDT,Environmental,13.2,370,8.4,NA,NA,NA,NA,51.2,NA,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,NA,11.4,NA,0.1,NA,0.23,NA,2.65,NA,35.3,NA,807,NA,10.6,NA,0.06,NA,4.26,NA,221,NA,50.6,<,2,NA,25,NA,NA,NA,NA,84,NA,41
12323800,"Clark Fork near Galen, MT",6/8/2021,12:30,MDT,Environmental,11.2,278,8.4,NA,NA,NA,NA,35.5,NA,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,NA,10.6,NA,0.08,NA,0.11,NA,2.64,NA,14.1,NA,297,NA,16.3,NA,0.08,NA,1.43,NA,68.3,NA,29.1,<,2,NA,8.88,NA,NA,NA,NA,81,NA,12
12323800,"Clark Fork near Galen, MT",7/13/2021,11:55,MDT,Field Blank,NA,2,5.53,NA,NA,NA,<,0.02,<,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.1,<,0.1,<,0.03,<,0.03,<,0.4,<,0.4,<,5,<,5,<,0.02,<,0.06,<,0.4,<,0.4,<,2,<,2,NA,NA,NA,NA,NA,NA,NA
12323800,"Clark Fork near Galen, MT",7/13/2021,12:00,MDT,Environmental,17,487,8.65,NA,NA,NA,NA,65.5,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,11.9,NA,0.1,NA,0.1,NA,2.49,NA,3.91,NA,51.6,NA,21.3,NA,0.08,NA,0.3,NA,43.5,NA,33.2,<,2,NA,2.4,NA,NA,NA,NA,84,NA,1
12323800,"Clark Fork near Galen, MT",8/17/2021,12:15,MDT,Environmental,16.2,493,8.74,NA,NA,NA,NA,70.8,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,13.1,NA,0.17,NA,0.09,NA,2.26,NA,4.15,NA,63.5,NA,14.4,NA,0.05,NA,0.3,NA,51.9,NA,24.4,<,2,NA,2.66,NA,NA,NA,NA,NA,NA,NA
12323840,"Lost Creek near Anaconda, MT",10/14/2020,10:25,MDT,Environmental,5.2,246,7.9,NA,NA,1.65,NA,32.9,NA,6.44,NA,3.15,NA,1.39,1.48,NA,9.48,NA,0.39,NA,12,NA,4.3,NA,4.71,<,0.03,NA,0.05,NA,1.29,NA,7.83,NA,232,NA,15.2,NA,0.04,NA,1.08,NA,10,NA,2.69,<,2,NA,3.99,NA,106,E,2.6,65,NA,9
12323840,"Lost Creek near Anaconda, MT",3/23/2021,9:30,MDT,Environmental,2.7,235,7.85,NA,NA,0.99,NA,35.1,NA,7.32,NA,3.53,NA,1.34,1.49,NA,12.7,NA,0.46,NA,11.9,NA,2.83,NA,2.9,NA,0.03,<,0.03,NA,1.02,NA,3.39,NA,68.5,NA,6.21,<,0.02,NA,0.32,NA,3.75,NA,1.16,<,2,NA,2.01,NA,110,<,2,80,NA,3
12323840,"Lost Creek near Anaconda, MT",4/13/2021,9:50,MDT,Environmental,0.9,228,8.07,NA,NA,1.22,NA,34.8,NA,7.26,NA,3.06,NA,1.38,1.13,NA,11.8,NA,0.44,NA,12.1,NA,2.35,NA,2.53,<,0.03,<,0.03,NA,0.97,NA,3.1,NA,81.7,NA,8.02,<,0.02,NA,0.33,NA,4.52,NA,1.92,<,2,<,2,NA,108,<,2,84,NA,3
12323840,"Lost Creek near Anaconda, MT",4/13/2021,9:55,MDT,Field Replicate,0.9,228,8.07,NA,NA,1.13,NA,34.3,NA,7.3,NA,3.02,NA,1.34,1.13,NA,11.8,NA,0.44,NA,12,NA,2.33,NA,2.74,<,0.03,<,0.03,NA,0.96,NA,3.15,NA,84.5,NA,8.05,<,0.02,NA,0.34,NA,4.49,NA,2.01,<,2,<,2,NA,108,<,2,80,NA,3
12323840,"Lost Creek near Anaconda, MT",4/13/2021,10:00,MDT,Laboratory Replicate,0.9,228,8.07,NA,NA,NA,NA,34.3,NA,7.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,NA,2.59,NA,0.03,<,0.03,NA,0.94,NA,3.12,NA,84.7,NA,7.83,<,0.02,NA,0.34,NA,4.5,NA,1.91,<,2,<,2,NA,NA,NA,NA,NA,NA,NA
12323840,"Lost Creek near Anaconda, MT",5/5/2021,9:25,MDT,Field Blank,NA,3,5.04,NA,<,0.23,<,0.02,<,0.01,<,0.4,<,0.3,0.06,<,0.02,<,0.01,<,0.05,<,0.1,<,0.1,<,0.03,<,0.03,<,0.4,<,0.4,<,5,<,5,<,0.02,<,0.06,<,0.4,<,0.4,<,2,<,2,<,4,<,2,NA,NA,NA
12323840,"Lost Creek near Anaconda, MT",5/5/2021,9:30,MDT,Environmental,4.8,190,8.1,NA,NA,2.17,NA,28.9,NA,5.5,NA,2.51,NA,1.2,0.89,NA,9.16,NA,0.37,NA,11.1,NA,2.58,NA,2.84,<,0.03,NA,0.03,NA,1.49,NA,4.42,NA,147,NA,12.1,NA,0.02,NA,0.5,NA,6.71,NA,1.78,<,2,NA,2.1,NA,90.9,E,2.11,74,NA,4
12323840,"Lost Creek near Anaconda, MT",5/18/2021,11:15,MDT,Environmental,7.8,151,7.99,NA,NA,3.11,NA,22.4,NA,4.14,NA,2.04,NA,1.08,0.84,NA,6.64,NA,0.3,NA,10.5,NA,2.72,NA,3.95,<,0.03,NA,0.09,NA,1.96,NA,14.5,NA,564,NA,18.1,NA,0.04,NA,2.05,NA,20.7,NA,2.56,<,2,NA,6.89,NA,70.6,E,8.65,72,NA,31
12323840,"Lost Creek near Anaconda, MT",6/8/2021,9:45,MDT,Environmental,6.8,152,7.95,NA,NA,2.29,NA,22.2,NA,3.96,NA,2,NA,1.02,0.89,NA,6.37,NA,0.27,NA,9.87,NA,3.23,NA,4.53,<,0.03,NA,0.05,NA,1.44,NA,8.13,NA,322,NA,13.7,NA,0.03,NA,1.26,NA,11,NA,1.6,<,2,NA,3.92,NA,73.6,E,4.81,57,NA,21
12323840,"Lost Creek near Anaconda, MT",7/13/2021,9:45,MDT,Environmental,10,219,8.17,NA,NA,1.28,NA,32.6,NA,5.62,NA,2.76,NA,1.03,0.8,NA,8.03,NA,0.38,NA,11.6,NA,3.75,NA,3.94,<,0.03,<,0.03,NA,1.26,NA,2.38,NA,72.9,NA,20.7,<,0.02,NA,0.25,NA,4.53,NA,1.85,<,2,<,2,NA,108,<,2,74,NA,4
12323840,"Lost Creek near Anaconda, MT",8/17/2021,9:45,MDT,Environmental,11.1,225,8.81,NA,NA,NA,NA,34.1,NA,6.53,NA,3.01,NA,1.32,0.9,NA,8.46,NA,0.4,NA,12,NA,4.58,NA,4.49,<,0.03,<,0.03,NA,1.27,NA,2.93,NA,77.4,NA,12.8,NA,0.04,NA,0.26,NA,4.61,NA,1.4,<,2,<,2,NA,110,NA,NA,NA,NA,NA
12323850,"Lost Creek near Galen, MT",10/14/2020,12:15,MDT,Environmental,5.4,511,8.18,NA,NA,1.83,NA,71.8,NA,16.2,NA,9.27,NA,2.46,4.9,NA,92.8,NA,0.48,NA,15,NA,9.57,NA,9.13,<,0.03,<,0.03,NA,1.66,NA,3.02,NA,51.6,NA,8.5,NA,0.02,NA,0.2,NA,5.57,NA,3.87,<,2,NA,2.37,NA,169,<,2,64,NA,1
12323850,"Lost Creek near Galen, MT",3/23/2021,11:30,MDT,Environmental,3.5,554,7.97,NA,NA,1.07,NA,83.2,NA,19.3,NA,11.4,NA,1.97,7.36,NA,117,NA,0.47,NA,16.4,NA,7.76,NA,9.09,<,0.03,NA,0.07,NA,0.9,NA,9.52,NA,264,NA,6.68,NA,0.03,NA,1.17,NA,21.4,NA,11,<,2,NA,6.46,NA,174,E,4.78,81,NA,12
12323850,"Lost Creek near Galen, MT",4/13/2021,12:15,MDT,Environmental,2.8,540,8.24,NA,NA,0.99,NA,78.4,NA,18.4,NA,10.8,NA,1.92,4.37,NA,108,NA,0.46,NA,15.8,NA,4.94,NA,6.25,<,0.03,NA,0.08,NA,0.64,NA,11.5,NA,324,NA,5.67,NA,0.02,NA,1.37,NA,21,NA,11.1,<,2,NA,7.4,NA,174,E,4.75,59,NA,33
12323850,"Lost Creek near Galen, MT",5/5/2021,11:30,MDT,Environmental,8.4,568,8.33,NA,NA,1.3,NA,86.1,NA,19.8,NA,10.8,NA,2.09,4.75,NA,135,NA,0.44,NA,15.3,NA,6.41,NA,7.52,<,0.03,NA,0.06,NA,1.09,NA,8.73,NA,248,NA,6.61,NA,0.03,NA,1.01,NA,19.5,NA,9.82,<,2,NA,5.46,NA,176,E,4,45,NA,30
12323850,"Lost Creek near Galen, MT",5/18/2021,13:00,MDT,Environmental,12.8,586,8.53,NA,NA,1.27,NA,89.4,NA,20.5,NA,13,NA,2.15,4.65,NA,144,NA,0.43,NA,16.9,NA,6.1,NA,6.49,<,0.03,NA,0.04,NA,1.05,NA,5.44,NA,147,NA,5.25,NA,0.03,NA,0.58,NA,14.9,NA,9.04,<,2,NA,3.12,NA,175,E,10.8,35,NA,23
12323850,"Lost Creek near Galen, MT",6/8/2021,11:45,MDT,Environmental,11.4,526,8.48,NA,NA,1.48,NA,75.6,NA,17.5,NA,9.55,NA,1.81,3.98,NA,124,NA,0.41,NA,14.6,NA,7.92,NA,8.39,<,0.03,<,0.03,NA,1.6,NA,3.96,NA,90.5,NA,7.7,NA,0.03,NA,0.35,NA,10.2,NA,7.23,<,2,NA,2.62,NA,164,E,2.4,79,NA,20
12323850,"Lost Creek near Galen, MT",7/13/2021,11:30,MDT,Environmental,16,535,8.3,NA,NA,2.09,NA,52.7,NA,20.8,NA,33.2,NA,3.74,5.36,NA,70.1,NA,0.85,NA,14.5,NA,7.89,NA,7.68,<,0.03,<,0.03,NA,1.68,NA,3.22,NA,53.6,NA,10.5,NA,0.04,NA,0.19,NA,7.28,NA,5.53,<,2,<,2,NA,216,<,2,90,NA,8
12323850,"Lost Creek near Galen, MT",8/17/2021,11:45,MDT,Environmental,14.2,574,8.45,NA,NA,NA,NA,84.1,NA,20.7,NA,14.2,NA,2.33,4.68,NA,133,NA,0.52,NA,15,NA,7.36,NA,7.48,<,0.03,<,0.03,NA,1.13,NA,2.54,NA,53.8,NA,5.34,NA,0.02,NA,0.25,NA,6.33,NA,4.46,<,2,<,2,NA,177,NA,NA,NA,NA,NA
12324200,"Clark Fork at Deer Lodge, MT",10/14/2020,13:55,MDT,Environmental,7.2,484,8.28,NA,NA,NA,NA,60.2,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,NA,10.5,NA,0.07,NA,0.15,NA,4.19,NA,22.3,NA,261,NA,7.87,NA,0.04,NA,1.99,NA,55.1,NA,22.7,NA,5.16,NA,19.5,NA,NA,NA,NA,72,NA,8
12324200,"Clark Fork at Deer Lodge, MT",3/23/2021,13:15,MDT,Environmental,4.2,528,8.14,NA,NA,NA,NA,72.7,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99,NA,9.62,NA,0.12,NA,0.17,NA,4.37,NA,20.3,NA,326,NA,9.06,NA,0.05,NA,2.22,NA,93.6,NA,41.5,NA,6.96,NA,21.4,NA,NA,NA,NA,72,NA,14
12324200,"Clark Fork at Deer Lodge, MT",4/13/2021,14:05,MDT,Environmental,5.1,540,8.22,NA,NA,NA,NA,72.1,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26,NA,9.5,NA,0.19,NA,0.19,NA,3.75,NA,24.7,NA,443,NA,8.5,NA,0.06,NA,3.07,NA,117,NA,57.6,NA,6.68,NA,23.9,NA,NA,NA,NA,86,NA,15
12324200,"Clark Fork at Deer Lodge, MT",5/5/2021,13:00,MDT,Environmental,11.7,504,8.36,NA,NA,NA,NA,69.9,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,12.1,NA,0.18,NA,0.22,NA,4.82,NA,29.1,NA,534,NA,9.5,NA,0.07,NA,3.72,NA,135,NA,25.7,NA,4.4,NA,26.5,NA,NA,NA,NA,82,NA,19
12324200,"Clark Fork at Deer Lodge, MT",5/5/2021,13:05,MDT,Field Replicate,11.7,504,8.36,NA,NA,NA,NA,73.4,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,NA,12.3,NA,0.21,NA,0.23,NA,4.65,NA,33.6,NA,542,NA,9.54,NA,0.07,NA,3.71,NA,124,NA,26.8,NA,4.43,NA,30.2,NA,NA,NA,NA,81,NA,19
12324200,"Clark Fork at Deer Lodge, MT",5/5/2021,13:10,MDT,Laboratory Replicate,NA,504,8.36,NA,NA,NA,NA,73,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57,NA,11.9,NA,0.19,NA,0.23,NA,4.65,NA,31.9,NA,538,NA,9.67,NA,0.07,NA,3.67,NA,125,NA,27.4,NA,4.79,NA,28.5,NA,NA,NA,NA,NA,NA,NA
12324200,"Clark Fork at Deer Lodge, MT",5/18/2021,14:40,MDT,Field Blank,NA,2,5.9,NA,NA,NA,<,0.02,<,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,0.1,<,0.1,<,0.03,<,0.03,<,0.4,<,0.4,<,5,<,5,<,0.02,<,0.06,<,0.4,<,0.4,<,2,<,2,NA,NA,NA,NA,NA,NA,NA
12324200,"Clark Fork at Deer Lodge, MT",5/18/2021,14:45,MDT,Environmental,15,446,8.66,NA,NA,NA,NA,61.3,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83,NA,12.1,NA,0.09,NA,0.16,NA,5.91,NA,26.4,NA,376,NA,28.9,NA,0.24,NA,2.74,NA,87.5,NA,31.8,NA,3.16,NA,19.9,NA,NA,NA,NA,86,NA,15
12324200,"Clark Fork at Deer Lodge, MT",6/8/2021,13:00,MDT,Environmental,13.4,296,8.14,NA,NA,NA,NA,36.9,NA,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27,NA,15,NA,0.09,NA,0.23,NA,6.07,NA,54,NA,863,NA,18.2,NA,0.15,NA,6.24,NA,107,NA,17.2,NA,4.63,NA,38.9,NA,NA,NA,NA,76,NA,37
12324200,"Clark Fork at Deer Lodge, MT",7/13/2021,13:15,MDT,Environmental,17.5,488,8.39,NA,NA,NA,NA,66.8,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,13.6,NA,0.05,NA,0.07,NA,6.64,NA,10.9,NA,83.5,NA,21.2,NA,0.43,NA,0.78,NA,56.7,NA,46.8,NA,3.74,NA,6.28,NA,NA,NA,NA,82,NA,20
12324200,"Clark Fork at Deer Lodge, MT",8/17/2021,14:00,MDT,Environmental,17.7,526,8.53,NA,NA,NA,NA,73.1,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,13.3,NA,0.11,NA,0.09,NA,6.74,NA,11.1,NA,84.4,NA,17,NA,0.13,NA,0.75,NA,44.3,NA,24.5,NA,2.43,NA,7.52,NA,NA,NA,NA,NA,NA,NA
12324400,"Clark Fork above Little Blackfoot River near Garrison, MT",10/14/2020,14:45,MDT,Environmental,7.2,488,8.68,NA,NA,NA,NA,62.2,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28,NA,10.2,NA,0.06,NA,0.1,NA,4.45,NA,13.6,NA,168,NA,32.5,NA,0.03,NA,1.23,NA,44.1,NA,14.5,NA,2.85,NA,12.8,NA,NA,NA,NA,68,NA,7
12324400,"Clark Fork above Little Blackfoot River near Garrison, MT",3/23/2021,14:05,MDT,Environmental,4.8,521,8.14,NA,NA,NA,NA,69.7,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57,NA,11.2,NA,0.11,NA,0.2,NA,5.13,NA,32,NA,518,NA,9.65,NA,0.07,NA,3.6,NA,96.9,NA,35.6,NA,6.81,NA,29.7,NA,NA,NA,NA,72,NA,21
12324400,"Clark Fork above Little Blackfoot River near Garrison, MT",3/23/2021,14:10,MDT,Field Replicate,4.8,521,8.14,NA,NA,NA,NA,73.6,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,NA,11.5,NA,0.12,NA,0.21,NA,5.64,NA,32,NA,568,NA,10.5,NA,0.07,NA,3.43,NA,98.2,NA,38.1,NA,7.5,NA,33.2,NA,NA,NA,NA,65,NA,23
12324400,"Clark Fork above Little Blackfoot River near Garrison, MT",3/23/2021,14:15,MDT,Laboratory Replicate,4.8,521,8.14,NA,NA,NA,NA,73.8,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.01,NA,11.6,NA,0.12,NA,0.21,NA,5.58,NA,32.2,NA,568,NA,10.6,NA,0.07,NA,3.46,NA,99.7,NA,38.2,NA,7.86,NA,33,NA,NA,NA,NA,NA,NA,NA
12324400,"Clark Fork above Little Blackfoot River near Garrison, MT",4/13/2021,15:00,MDT,Environmental,4.8,527,8.33,NA,NA,NA,NA,68.5,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53,NA,10,NA,0.18,NA,0.23,NA,4.2,NA,28.2,NA,494,NA,7.62,NA,0.06,NA,3.3,NA,110,NA,46.1,NA,6.48,NA,27.8,NA,NA,NA,NA,82,NA,19
12324400,"Clark Fork above Little Blackfoot River near Garrison, MT",5/5/2021,14:00,MDT,Environmental,12.6,500,8.53,NA,NA,NA,NA,68.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.86,NA,12.7,NA,0.18,NA,0.22,NA,5.3,NA,34.9,NA,579,NA,6.9,NA,0.07,NA,4.2,NA,129,NA,21.3,NA,3.36,NA,30.6,NA,NA,NA,NA,80,NA,22
